tanggal_tagihan,nama_kolektor,nama_sales,customer_name,tanggal_transaksi,transaksi_id,tanda_terima,total_tagihan,cash,giro_id,giro_bank,no_giro,jatuh_tempo,giro_amount,transfer_id,tanggal_transfer,transfer_amount,nihil,keterangan
23/05/2023,Ade S,Eko,WIJAYA TEKNIK,15/02,23B00974,FALSE,1277721,,,,,,,,,,TRUE,
23/05/2023,Ade S,Eko,GALAXY MOTOR (Jakbar),03/03,23C00076,TRUE,2942499,,,,,,,qYyk0K1l,19/05,2942499,FALSE,
23/05/2023,Ade S,Hendra,BORNEO MOTOR (Jakut),11/03,23C00650,FALSE,3506990,3507000,,,,,,,,,FALSE,Lebih 10
23/05/2023,Ade S,Eko,555 MOTOR,16/03,23C00982,FALSE,1569540,1569500,,,,,,,,,FALSE,Kurang 40
23/05/2023,Ade S,Hendra,REZEKI MOTOR (Kedoya),06/02,23B00152,TRUE,1652524,1652500,,,,,,,,,FALSE,Kurang 24
23/05/2023,,,,08/02,23B00382,TRUE,1130768,1130800,,,,,,,,,FALSE,Lebih 32
23/05/2023,,,,13/02,23B00755,TRUE,2466043,2466000,,,,,,,,,FALSE,Kurang 43
23/05/2023,,,,16/02,23B01055,TRUE,1868374,1868400,,,,,,,,,FALSE,Lebih 26
23/05/2023,,,,20/02,23B01206,TRUE,1746696,1746700,,,,,,,,,FALSE,Lebih 4
23/05/2023,,,,24/03,23C01458,FALSE,10084139,,,,,,,,,,TRUE,
23/05/2023,Ade S,Hendra,HARIS JAYA MOTOR,07/02,23B00311,FALSE,909090,909000,,,,,,,,,FALSE,Kurang 90
23/05/2023,,,,14/02,23B00873,FALSE,1212120,1212100,,,,,,,,,FALSE,Kurang 20
23/05/2023,,,,28/02,23B02070,FALSE,6149955,,,,,,,,,,TRUE,
23/05/2023,,,,03/03,23C00104,FALSE,1025640,,,,,,,,,,TRUE,
23/05/2023,,,,15/03,23C00871,FALSE,2905203,,,,,,,,,,TRUE,
23/05/2023,Ade S,Eko,BUDI JAYA MOTOR (Kapuk),20/02,23B01214,TRUE,6479325,,Q1WE58u7,Permata Bank,No. 850376,10/06,7735000,,,,FALSE,Kurang 734
23/05/2023,,,,23/02,23B01696,TRUE,1256409,,,,,,,,,,FALSE,
23/05/2023,,,,27/02,23B01914,TRUE,410722,,CL2635xP,BRI,No. CGQ 606684,27/06,3082000,,,,FALSE,Kurang 359
23/05/2023,,,,04/03,23C00195,TRUE,2671637,,,,,,,,,,FALSE,
23/05/2023,,,,10/03,23C00586,FALSE,404040,,,,,,,,,,TRUE,
23/05/2023,,,,13/03,23C00738,FALSE,470085,,,,,,,,,,TRUE,
23/05/2023,,,,15/03,23C00861,FALSE,235431,,,,,,,,,,TRUE,
23/05/2023,,,,20/03,23C01283,FALSE,977777,,,,,,,,,,TRUE,
23/05/2023,,,,21/03,23C01402,FALSE,666666,,,,,,,,,,TRUE,
23/05/2023,,,,24/03,23C01514,FALSE,365967,,,,,,,,,,TRUE,
23/05/2023,Ade S,Eko,PINKA JAYA MOTOR,27/02,23B01962,FALSE,1326461,,1U1V3R5b,BCA,No. EX 051852,29/05,11644500,,,,FALSE,Kurang 99
23/05/2023,,,,03/03,23C00152,FALSE,1645353,,,,,,,,,,FALSE,
23/05/2023,,,,06/03,23C00204,FALSE,1444188,,,,,,,,,,FALSE,
23/05/2023,,,,11/03,23C00674,FALSE,1582250,,,,,,,,,,FALSE,
23/05/2023,,,,18/03,23C01185,FALSE,2008978,,,,,,,,,,FALSE,
23/05/2023,,,,20/03,23C01273,FALSE,730325,,,,,,,,,,FALSE,
23/05/2023,,,,21/03,23C01440,FALSE,2907046,,,,,,,,,,FALSE,
23/05/2023,,,,27/03,23C01722,FALSE,477922,,l75hv474,BCA,No. EX 051853,01/06,9499500,,,,FALSE,Kurang 80
23/05/2023,,,,28/03,23C01878,FALSE,6335802,,,,,,,,,,FALSE,
23/05/2023,,,,31/03,23C02190,FALSE,2685856,,,,,,,,,,FALSE,
23/05/2023,Ade S,Eko,UNION MOTOR PD (Teluk Gong),04/03,23C00196,FALSE,3337293,,,,,,,,,,TRUE,
23/05/2023,,,,15/03,23C00863,FALSE,6709162,,,,,,,,,,TRUE,
23/05/2023,Wira,Sugianto,MULTI MOTOR (Bekasi),09/02,23B00544,FALSE,64379267,5000000,,,,,,,,,FALSE,Cicilan ke-2
23/05/2023,Wira,Sugianto,ALMUGADA MOTOR,03/03,23C00132,FALSE,3536271,,,,,,,,,,TRUE,
23/05/2023,Wira,Sugianto,CITRA JAYA MOTOR,08/03,23C00488,FALSE,5406366,3406400,,,,,,,,,FALSE,"Pelunasan, Lebih 34"
23/05/2023,Wira,Sugianto,JAYA MOTOR (Bekasi),13/05,23E00892,FALSE,17410961,17411000,,,,,,,,,FALSE,Lebih 39
23/05/2023,,,,16/05,23E01213,FALSE,2068152,2068200,,,,,,,,,FALSE,Lebih 48
23/05/2023,,,,16/05,23E01235,FALSE,7164273,7164300,,,,,,,,,FALSE,Lebih 27
23/05/2023,Wira,Hendra,LANCAR MOTOR II,16/01,23A00530,TRUE,5593235,,,,,,,,,,TRUE,
23/05/2023,,,,04/02,23B00098,TRUE,8910636,,,,,,,,,,TRUE,
23/05/2023,Wira,Sugianto,MULTI MENTARI MOTOR,18/01,23A00813,FALSE,5139855,5139900,,,,,,,,,FALSE,Lebih 45
23/05/2023,,,,22/02,23B01548,FALSE,28288961,,,,,,,,,,TRUE,
23/05/2023,,,,23/02,23B01661,FALSE,3228435,3228400,,,,,,,,,FALSE,Kurang 35
23/05/2023,,,,25/02,23B01846,FALSE,6611415,,,,,,,,,,TRUE,
23/05/2023,Wira,Sugianto,SAHABAT JAYA MOTOR (Setu),15/02,23B00970,FALSE,3915137,1500000,,,,,,,,,FALSE,Cicilan ke-2
23/05/2023,,,,06/03,23C00241,FALSE,809490,,,,,,,,,,TRUE,
23/05/2023,Wira,Sugianto,ADI MOTOR (Bekasi),15/02,23B01003,FALSE,1394160,1394200,,,,,,,,,FALSE,Lebih 40
23/05/2023,,,,21/02,23B01365,FALSE,6898928,6898900,,,,,,,,,FALSE,Kurang 28
23/05/2023,,,,21/02,23B01367,FALSE,8217252,8217300,,,,,,,,,FALSE,Lebih 48
23/05/2023,,,,23/02,23B01688,FALSE,1758240,1758200,,,,,,,,,FALSE,Kurang 40
23/05/2023,,,,24/02,23B01749,FALSE,2139769,2139800,,,,,,,,,FALSE,Lebih 31
23/05/2023,,,,28/02,23B02089,FALSE,3976020,,,,,,,,,,TRUE,
23/05/2023,,,,28/02,23B02134,FALSE,2738925,,,,,,,,,,TRUE,
23/05/2023,Wira,Sugianto,MULYA MOTOR SERVICE II,23/02,23B01652,FALSE,1985213,,,,,,,,,,TRUE,
23/05/2023,,,,27/02,23B01862,FALSE,3649125,,,,,,,,,,TRUE,
23/05/2023,,,,28/02,23B02102,FALSE,1942500,,,,,,,,,,TRUE,
23/05/2023,,,,16/03,23C00962,FALSE,6972687,,,,,,,,,,TRUE,
23/05/2023,Wira,Sugianto,UPS MOTOR,10/03,23C00598,FALSE,701320,,,,,,,,,,TRUE,
23/05/2023,,,,14/03,23C00815,FALSE,2502095,,,,,,,,,,TRUE,
23/05/2023,Heru Sutan,Widodo,KURNIA MOTOR (Cipete),06/02,23B00153,FALSE,4977074,500000,,,,,,,,,FALSE,Cicilan ke-4
23/05/2023,Heru Sutan,Widodo,NR. JAYA MOTOR,14/03,23C00778,FALSE,2668218,2668200,,,,,,,,,FALSE,Kuarng 18
23/05/2023,Heru Sutan,Widodo,BERKAT MOTOR (Tangerang),10/01,23A00037,TRUE,5104335,,,,,,,,,,TRUE,
23/05/2023,,,,13/01,23A00365,TRUE,411810,,,,,,,,,,TRUE,
23/05/2023,Heru Sutan,Widodo,H P M MOTOR,10/02,23B00606,FALSE,4043586,,,,,,,4mM4L8Yh,23/05,4043585,FALSE,
23/05/2023,,,,17/02,23B01122,FALSE,1963246,,,,,,,,,,TRUE,
23/05/2023,,,,22/02,23B01524,FALSE,1666665,,,,,,,,,,TRUE,
23/05/2023,,,,03/03,23C00155,FALSE,3086089,,,,,,,,,,TRUE,
23/05/2023,,,,16/03,23C01027,FALSE,8248710,,,,,,,,,,TRUE,
23/05/2023,Heru Sutan,Widodo,GUN MOTOR,23/02,23B01654,FALSE,564879,,,,,,,c6i4fj2I,17/05,564879,FALSE,
23/05/2023,,,,23/02,23B01667,FALSE,3883601,,,,,,,739ew0j5,17/05,3883601,FALSE,
23/05/2023,,,,07/03,23C00451,FALSE,3330222,,,,,,,,,,TRUE,
23/05/2023,,,,07/03,23C00456,FALSE,1595803,,,,,,,,,,TRUE,
23/05/2023,Heru Sutan,Widodo,ANEKA MOTOR (Tangerang),02/03,23C00016,FALSE,48951,49000,,,,,,,,,FALSE,Lebih 49
23/05/2023,,,,03/03,23C00159,FALSE,1381506,1381500,,,,,,,,,FALSE,Kurang 6
23/05/2023,,,,08/03,23C00471,FALSE,1480185,1480200,,,,,,,,,FALSE,Lebih 15
23/05/2023,,,,10/03,23C00616,FALSE,1313907,1313900,,,,,,,,,FALSE,Kurang 7
23/05/2023,,,,15/03,23C00898,FALSE,1068375,,,,,,,,,,TRUE,
23/05/2023,,,,15/03,23C00904,FALSE,940947,,,,,,,,,,TRUE,
23/05/2023,Heru Sutan,Widodo,HIKARI MOTOR 2,28/02,23B02127,TRUE,228438,228400,,,,,,,,,FALSE,Kurang 38
23/05/2023,,,,07/03,23C00427,TRUE,362859,362900,,,,,,,,,FALSE,Lebih 41
23/05/2023,Heru Sutan,Widodo,HIKARI MOTOR,10/03,23C00619,TRUE,738927,738900,,,,,,,,,FALSE,Kurang 27
23/05/2023,,,,18/03,23C01139,FALSE,1905981,,,,,,,,,,TRUE,
23/05/2023,Agus,Sumarna,MITRA MOTOR (Sepatan),10/03,23C00591,FALSE,73299194,73299200,,,,,,,,,FALSE,Lebih 6
23/05/2023,Agus,Sumarna,RPS 94 RACING PARTS,30/12,22L02538,FALSE,18970166,,,,,,,f8xQ593h,17/05,18970166,FALSE,
23/05/2023,,,,11/01,23A00177,FALSE,1331467,,,,,,,384J8lgJ,17/05,1331467,FALSE,
23/05/2023,,,,17/01,23A00634,FALSE,1393938,,,,,,,gI9BJJSo,17/05,1393938,FALSE,
23/05/2023,,,,31/01,23A01632,FALSE,5650655,,,,,,,k7Du09I7,17/05,5650655,FALSE,
23/05/2023,,,,13/02,23B00821,FALSE,149450,,,,,,,08euEeeM,17/05,149450,FALSE,
23/05/2023,Agus,Sumarna,AKBAR JAYA MOTOR,10/01,23A00003,FALSE,18474574,6000000,,,,,,,,,FALSE,Cicilan ke-2
23/05/2023,,,,17/01,23A00631,FALSE,1826727,,,,,,,,,,TRUE,
23/05/2023,Agus,Sumarna,SAKTY MOTOR,18/01,23A00766,TRUE,8760298,,,,,,,,,,TRUE,
23/05/2023,,,,28/02,23B02075,TRUE,8479989,,,,,,,,,,TRUE,
23/05/2023,Agus,Sumarna,KARYA MANDIRI MOTOR (Tangerang),19/01,23A00861,FALSE,4365142,,,,,,,,,,TRUE,
23/05/2023,,,,17/02,23B01179,FALSE,3910974,,,,,,,,,,TRUE,
23/05/2023,,,,23/02,23B01606,FALSE,4393935,,,,,,,,,,TRUE,
23/05/2023,,,,27/02,23B01967,FALSE,986790,,,,,,,,,,TRUE,
23/05/2023,Agus,Sumarna,SOLUSI JAYA MOTOR,08/03,23C00505,FALSE,17569346,17569300,,,,,,,,,FALSE,Kurang 46
23/05/2023,,,,08/03,23C00507,FALSE,17956337,17956300,,,,,,,,,FALSE,Kurang 37
23/05/2023,,,,18/03,23C01183,FALSE,2424407,2424400,,,,,,,,,FALSE,Kurang 7
23/05/2023,Pourche,Hendra,SHAFIRA MOTOR,27/02,23B01918,FALSE,1289043,,,,,,,w89I0J51,14/05,1289043,FALSE,
23/05/2023,Pourche,Andy,WIN MOTOR (Cileungsi),13/03,23C00735,FALSE,3036250,1000000,,,,,,,,,FALSE,Cicilan ke-2
23/05/2023,Pourche,Andy,SETIA KAWAN MOTOR,17/03,23C01064,FALSE,17776983,17777000,,,,,,,,,FALSE,Lebih 17
23/05/2023,Pourche,Andy,ANNISA MOTOR II,30/12,22L02637,TRUE,18071411,,,,,,,4j76393k,20/05,3320056,FALSE,Pelunasan
23/05/2023,,,,25/01,23A01144,TRUE,4751355,,,,,,,,,,TRUE,
23/05/2023,,,,06/02,23B00232,TRUE,2264955,,,,,,,,,,TRUE,
23/05/2023,,,,17/02,23B01200,TRUE,18948377,,,,,,,,,,TRUE,
23/05/2023,,,,23/02,23B01603,TRUE,4840710,,,,,,,,,,TRUE,
23/05/2023,,,,24/02,23B01768,TRUE,7797328,,,,,,,,,,TRUE,
23/05/2023,,,,27/02,23B01969,TRUE,850815,,,,,,,,,,TRUE,
23/05/2023,Pourche,Andy,CALVIN MOTOR,10/02,23B00585,FALSE,3194580,,,,,,,,,,TRUE,
23/05/2023,,,,10/03,23C00595,FALSE,1983592,,,,,,,,,,TRUE,
23/05/2023,Pourche,Andy,MEGA MOTOR (Cibubur),13/03,23C00706,FALSE,16694178,,,,,,,76t47f39,23/05,16694178,FALSE,
23/05/2023,,,,18/03,23C01179,FALSE,10728927,,,,,,,,,,TRUE,
23/05/2023,Mursid,Hendra,DJAYA MOTOR,16/02,23B01057,FALSE,2854620,,,,,,,,,,TRUE,
23/05/2023,Mursid,Andy,PT. HUBAS SEDAYU PUTRA,23/02,23B01629,TRUE,86268257,,,,,,,,,,TRUE,
23/05/2023,Mursid,Hendra,NUNGGAL JAYA II,14/03,23C00797,FALSE,2424062,2424000,,,,,,,,,FALSE,Kurang 62
23/05/2023,Mursid,Hendra,BINTANG BARU MOTOR,15/03,23C00852,FALSE,1229702,1229700,,,,,,,,,FALSE,Kurang 2
23/05/2023,Mursid,Andy,SEN JAYA MOTOR II,17/03,23C01082,FALSE,2030301,2030300,,,,,,,,,FALSE,Kurang 1
23/05/2023,Mursid,Andy,FERDY MOTOR,17/03,23C01086,FALSE,1134420,,,,,,,,,,TRUE,
23/05/2023,Mursid,Widodo,BERKAH JAYA MOTOR (Cipayung),15/03,23C00891,FALSE,2631233,2631200,,,,,,,,,FALSE,Kurang 33
23/05/2023,,,,17/03,23C01048,FALSE,596736,596700,,,,,,,,,FALSE,Kurang 36
23/05/2023,Mursid,Andy,CV. MAKMUR JAYA MOTOR DEPOK,06/03,23C00233,TRUE,5372888,,,,,,,,,,FALSE,Lunas Tgl.12/05
23/05/2023,,,,24/03,23C01472,FALSE,6013181,,,,,,,,,,TRUE,
23/05/2023,Mursid,Andy,POLARIS MOTOR,07/03,23C00385,FALSE,3147205,,,,,,,,,,TRUE,
23/05/2023,,,,17/03,23C01078,FALSE,4239456,,,,,,,,,,TRUE,
23/05/2023,Indra L,Sumarna,PELANGI MOTOR (Balaraja),23/02,23B01633,FALSE,2176377,2176400,,,,,,,,,FALSE,Lebih 23
23/05/2023,Indra L,Sumarna,SUBUR MOTOR II,18/03,23C01182,FALSE,4298630,4298600,,,,,,,,,FALSE,Kurang 30
23/05/2023,Indra L,Sumarna,ANUGERAH MOTOR (Balaraja),20/03,23C01236,FALSE,13375678,,H7Qh56C4,B. MUAMALAT,No. MGE 329605,28/06,13376000,,,,FALSE,Lebih 322
23/05/2023,Indra L,Sumarna,FN JAYA MOTOR,30/01,23A01505,FALSE,12441701,1500000,,,,,,,,,FALSE,Cicilan ke-5
23/05/2023,,,,31/01,23A01764,FALSE,1852990,,,,,,,,,,TRUE,
23/05/2023,,,,06/02,23B00248,FALSE,784770,,,,,,,,,,TRUE,
23/05/2023,,,,15/02,23B00993,FALSE,5272389,,,,,,,,,,TRUE,
23/05/2023,Indra L,Hendra,CAHAYA MOTOR (Rajeg),03/03,23C00105,FALSE,860139,,,,,,,697yu3hA,22/05,5379637,FALSE,
23/05/2023,,,,11/03,23C00646,FALSE,4519498,,,,,,,,,,FALSE,
23/05/2023,Diko,Widodo,ANTARIKSA JAYA MOTOR,16/03,23C01033,FALSE,357420,,,,,,,e82zUE68,23/05,357000,FALSE,Kurang 420
23/05/2023,Diko,Widodo,BERKAH MOTOR (Pramuka),17/03,23C01052,FALSE,3095568,3095600,,,,,,,,,FALSE,Lebih 32
23/05/2023,Diko,Widodo,GEMILANG MOTOR (Depok),18/03,23C01135,FALSE,1087800,1087800,,,,,,,,,FALSE,
23/05/2023,Diko,Widodo,CAHAYA MOTOR 3 (Depok),18/01,23A00719,FALSE,1351436,1351400,,,,,,,,,FALSE,Kurang 36
23/05/2023,,,,23/02,23B02076,FALSE,7473441,2000000,,,,,,,,,FALSE,Cicilan ke-1
23/05/2023,,,,03/03,23C00090,FALSE,5313637,,,,,,,,,,TRUE,
23/05/2023,,,,07/03,23C00404,FALSE,1275190,,,,,,,,,,TRUE,
23/05/2023,,,,08/03,23C00484,FALSE,780330,,,,,,,,,,TRUE,
23/05/2023,,,,08/03,23C00509,FALSE,99656,,,,,,,,,,TRUE,
23/05/2023,Puji,Sugianto,ARV ERIC MOTOR,23/02,23B01584,TRUE,90106137,,,,,,,,,,TRUE,
23/05/2023,Puji,Sugianto,SUARA MOTOR,16/03,23C00967,FALSE,2135041,,,,,,,,,,TRUE,
23/05/2023,Puji,Sugianto,MANDIRI MOTOR (Bekasi),16/03,23C00968,FALSE,4018034,,,,,,,,,,TRUE,
23/05/2023,Puji,Sugianto,AXZEL MOTOR,20/01,23A00918,FALSE,3725715,,,,,,,,,,TRUE,
23/05/2023,,,,31/01,23A01792,FALSE,12975201,,,,,,,,,,TRUE,
23/05/2023,Puji,Sugianto,CV. ARVINDO MOTOPARTS,11/02,23B00708,TRUE,4140489,,,,,,,,,,TRUE,
23/05/2023,,,,20/02,23B01252,TRUE,7014090,,,,,,,,,,TRUE,
23/05/2023,Puji,Sugianto,BAROKAH MOTOR SPORT,06/03,23C00236,FALSE,1369296,,,,,,,,,,TRUE,
23/05/2023,,,,06/03,23C00243,FALSE,431080,,,,,,,,,,TRUE,
23/05/2023,Pak Yanto,Andy,BUANA BUBUT,14/02,23B00911,FALSE,42269344,7349600,,,,,,,,,FALSE,"Pelunasan, Kurang 44"
23/05/2023,,,,28/02,23B02047,FALSE,18496252,2650400,,,,,,,,,FALSE,Cicilan ke-1
23/05/2023,,,,07/03,23C00381,FALSE,6896474,,,,,,,,,,TRUE,
23/05/2023,Pak Yanto,Andy,ETA MOTOR (jonggol),21/03,23C01405,FALSE,10582518,,,,,,,,,,TRUE,
23/05/2023,,,,28/03,23C01896,FALSE,16124970,,,,,,,,,,TRUE,
23/05/2023,,,,31/03,23C02148,FALSE,8670210,,,,,,,,,,TRUE,
23/05/2023,Pak Yanto,Andy,GIAT MAKMUR MOTOR,30/12,22L02678,FALSE,24494925,2000000,,,,,,,,,FALSE,Cicilan ke-6
23/05/2023,Dll,Hendra,JAYA MOTOR (Paku Haji),12/05,23E00832,FALSE,1200132,1200100,,,,,,,,,FALSE,Kurang 32
23/05/2023,Dll,Andy,IRIAN JAYA MOTOR,16/05,23E01224,FALSE,2096202,2096200,,,,,,,,,FALSE,Kurang 2
23/05/2023,Dll,Widodo,PANCA JAYA MOTOR,19/05,23E01423,FALSE,2604615,2604600,,,,,,,,,FALSE,Kurang 15
